,geneamps_ENSG00000133627_ACTR3B,geneamps_ENSG00000011426_ANLN,geneamps_ENSG00000107262_BAG1,geneamps_ENSG00000171791_BCL2,geneamps_ENSG00000089685_BIRC5,geneamps_ENSG00000106605_BLVRA,geneamps_ENSG00000134057_CCNB1,geneamps_ENSG00000105173_CCNE1,geneamps_ENSG00000117399_CDC20,geneamps_ENSG00000094804_CDC6,geneamps_ENSG00000062038_CDH3,geneamps_ENSG00000117724_CENPF,geneamps_ENSG00000138180_CEP55,geneamps_ENSG00000171604_CXXC5,geneamps_ENSG00000146648_EGFR,geneamps_ENSG00000141736_ERBB2,geneamps_ENSG00000091831_ESR1,geneamps_ENSG00000174371_EXO1,geneamps_ENSG00000160867_FGFR4,geneamps_ENSG00000129514_FOXA1,geneamps_ENSG00000054598_FOXC1,geneamps_ENSG00000173890_GPR160,geneamps_ENSG00000141738_GRB7,geneamps_ENSG00000142945_KIF2C,geneamps_ENSG00000186847_KRT14,geneamps_ENSG00000128422_KRT17,geneamps_ENSG00000186081_KRT5,geneamps_ENSG00000186868_MAPT,geneamps_ENSG00000135679_MDM2,geneamps_ENSG00000165304_MELK,geneamps_ENSG00000261857_MIA,geneamps_ENSG00000148773_MKI67,geneamps_ENSG00000115648_MLPH,geneamps_ENSG00000099953_MMP11,geneamps_ENSG00000101057_MYBL2,geneamps_ENSG00000136997_MYC,geneamps_ENSG00000171428_NAT1,geneamps_ENSG00000080986_NDC80,geneamps_ENSG00000143228_NUF2,geneamps_ENSG00000091651_ORC6,geneamps_ENSG00000082175_PGR,geneamps_ENSG00000092621_PHGDH,geneamps_ENSG00000164611_PTTG1,geneamps_ENSG00000171848_RRM2,geneamps_ENSG00000104332_SFRP1,geneamps_ENSG00000141424_SLC39A6,geneamps_ENSG00000151715_TMEM45B,geneamps_ENSG00000176890_TYMS,geneamps_ENSG00000175063_UBE2C,geneamps_ENSG00000077152_UBE2T
HMF000964A,4.0,3.0,4.0,4.0,6.0,3.0,3.0,4.0,3.0,5.0,3.0,6.0,3.0,3.0,2.0,7.0,5.0,6.0,3.0,6.0,5.0,4.0,7.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,7.0,8.0,2.0,3.0,6.0,3.0,2.0,4.0,3.0,4.0,9.0,4.0,2.0,3.0,6.0,6.0
HMF002494A,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0
HMF000806A,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0
HMF003498A,2.0,4.0,2.0,3.0,4.0,5.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,6.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0
HMF000807A,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,28.0,6.0,2.0,4.0,2.0,12.0,3.0,3.0,3.0,3.0,10.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,1.0,6.0,3.0,2.0,2.0,4.0,3.0,2.0,8.0,4.0,7.0,4.0,2.0,4.0,15.0,3.0,7.0,2.0,2.0,6.0
HMF002290A,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,11.0,4.0,4.0,4.0,3.0,3.0,3.0,11.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,7.0,3.0,2.0,2.0,2.0,6.0
HMF004071A,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,9.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,6.0,6.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,6.0,2.0
HMF002995A,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0
HMF000077A,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,12.0,2.0,3.0,2.0,2.0,2.0,15.0,2.0,3.0,2.0,2.0,2.0,2.0,15.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
HMF001546A,1.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,17.0,2.0,2.0,2.0,1.0,2.0,1.0,17.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
HMF002196A,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0
HMF002796A,4.0,4.0,3.0,2.0,7.0,4.0,4.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,6.0,2.0,6.0,2.0,10.0,3.0,3.0,6.0,2.0,7.0,7.0,4.0,7.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,10.0,2.0,2.0,6.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0
HMF003392A,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0
HMF003712A,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
HMF000718A,3.0,4.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,7.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,2.0,14.0,3.0,2.0,2.0,2.0,4.0
HMF000734A,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0
HMF000195B,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0
HMF002743A,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0
HMF000374A,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0
HMF002025A,2.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0
HMF000848A,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0
HMF003448A,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,48.0,3.0,3.0,3.0,2.0,4.0,2.0,48.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0
HMF000130A,2.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,5.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
HMF003678A,3.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0
HMF001841A,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0
HMF001727A,2.0,2.0,2.0,3.0,8.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,48.0,2.0,4.0,3.0,3.0,4.0,5.0,48.0,2.0,2.0,2.0,2.0,2.0,16.0,2.0,3.0,2.0,2.0,3.0,4.0,6.0,1.0,3.0,4.0,2.0,2.0,8.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0
HMF000179A,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0
HMF001491A,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,6.0,3.0,3.0,4.0,14.0,2.0,2.0,4.0,3.0,4.0,6.0,14.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,8.0,11.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,9.0,10.0
HMF000953A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
HMF003502A,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
HMF002035A,9.0,6.0,4.0,3.0,6.0,6.0,2.0,8.0,6.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,8.0,4.0,6.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,8.0,6.0,3.0,6.0,3.0,4.0,2.0,6.0,5.0,2.0,4.0,7.0,6.0,5.0,6.0,2.0,4.0,6.0,3.0,3.0
HMF003318A,6.0,5.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,9.0,9.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,7.0,31.0,1.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,12.0,3.0,5.0,3.0,7.0,4.0
HMF000834B,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
HMF003337A,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,6.0,3.0,3.0,4.0,3.0,9.0,7.0,8.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,3.0,2.0,3.0,3.0,3.0,6.0,9.0,1.0,3.0,3.0,3.0,3.0,5.0,6.0,4.0,2.0,4.0,2.0,3.0,6.0,6.0
HMF002270A,2.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,6.0,3.0,4.0,3.0,4.0,2.0,6.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,8.0,2.0,4.0,3.0,2.0,2.0,9.0,8.0,2.0,3.0,6.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,9.0,6.0
HMF003202A,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
HMF001916C,4.0,4.0,2.0,4.0,8.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,11.0,4.0,8.0,6.0,4.0,6.0,6.0,4.0,6.0,6.0,2.0,4.0,2.0,4.0,4.0,10.0,14.0,2.0,4.0,6.0,4.0,2.0,4.0,4.0,2.0,8.0,4.0,2.0,4.0,10.0,8.0
HMF003062A,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,7.0,2.0,5.0,4.0,3.0,5.0,10.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,7.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,7.0
HMF002873A,6.0,6.0,3.0,3.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,4.0,9.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,9.0,6.0,6.0,3.0,3.0,6.0,5.0,3.0,6.0,7.0,7.0,3.0,9.0,6.0,3.0,3.0,6.0,5.0,7.0,3.0,3.0,3.0,12.0,9.0
HMF002258A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
HMF001425A,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0
HMF003099A,4.0,4.0,3.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,8.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,2.0,6.0,4.0,4.0
HMF000452A,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
HMF001597A,2.0,6.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,7.0,4.0,5.0,4.0,4.0,2.0,7.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,7.0
HMF000014A,5.0,3.0,2.0,4.0,7.0,3.0,3.0,3.0,13.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,10.0,4.0,4.0,4.0,6.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,7.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0
HMF002652A,3.0,3.0,2.0,5.0,6.0,2.0,2.0,6.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0
HMF000731A,3.0,3.0,2.0,9.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,6.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0
HMF003473A,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0
HMF002878A,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
HMF003049A,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
HMF003720B,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,8.0
HMF003745A,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,8.0,3.0,4.0,4.0,3.0,2.0,8.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,4.0,7.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,6.0,7.0
HMF000915A,2.0,7.0,3.0,2.0,3.0,6.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,19.0,3.0,4.0,4.0,3.0,3.0,4.0,19.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,6.0,2.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0
HMF002368A,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0
HMF002638A,4.0,4.0,3.0,3.0,7.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,6.0,2.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,10.0,3.0,2.0,5.0,2.0,4.0
HMF000239A,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0
HMF000953B,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
HMF002988A,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,25.0,4.0,4.0,2.0,3.0,3.0,5.0,25.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,8.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,8.0,2.0,3.0,2.0,3.0,4.0
HMF001041A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
HMF003938A,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,16.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,8.0,4.0,2.0,4.0,4.0,5.0
HMF004104A,4.0,6.0,2.0,2.0,2.0,6.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,9.0,2.0,3.0,3.0,2.0,2.0,4.0,7.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0
HMF003447A,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,7.0,3.0,4.0,3.0,4.0,4.0,8.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,6.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,7.0
